Position Title,Agency,Location,Grade,Salary Min,Salary Max,Job Code,Opening Date,Closing Date,Job URL
Lead Data Analyst,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,143913,187093,2210,2026-01-23,2026-01-29,https://www.usajobs.gov:443/job/855207400
Lead Health Insurance Specialist,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,136736,187093,0107,2026-01-29,2026-02-04,https://www.usajobs.gov:443/job/855588500
Legal Technical Advisor,Centers for Medicare & Medicaid Services,"Denver, Colorado",GS,140239,187093,0107,2026-04-06,2026-04-17,https://www.usajobs.gov:443/job/863722000
Management & Program Analyst,Centers for Medicare & Medicaid Services,"San Francisco, California",GS,51283,100315,0343,2026-03-02,2026-03-06,https://www.usajobs.gov:443/job/859122600
Management Analyst,Centers for Medicare & Medicaid Services,"San Francisco, California",GS,108173,172980,0343,2026-02-05,2026-02-11,https://www.usajobs.gov:443/job/856436300
Management Analyst,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,121785,158322,0343,2026-03-23,2026-03-27,https://www.usajobs.gov:443/job/862013200
Management Analyst,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,121785,158322,0343,2026-03-26,2026-04-02,https://www.usajobs.gov:443/job/862768000
Management and Program Analyst,Centers for Medicare & Medicaid Services,"Washington, District of Columbia",GS,143913,187093,0343,2025-12-23,2026-01-02,https://www.usajobs.gov:443/job/853072400
Management and Program Analyst,Centers for Medicare & Medicaid Services,"Washington, District of Columbia",GS,121785,158322,0343,2026-02-13,2026-02-20,https://www.usajobs.gov:443/job/857575400
Medicaid Home & Community Based Services Technical Lead,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,141367,187093,0107,2026-02-10,2026-02-17,https://www.usajobs.gov:443/job/857038800
Medicaid Home & Community Based Services Technical Lead,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,141367,187093,0107,2026-02-10,2026-02-17,https://www.usajobs.gov:443/job/857039900
Medicaid Managed Care Technical Lead,Centers for Medicare & Medicaid Services,"Atlanta, Georgia",GS,133007,187093,0107,2026-02-24,2026-03-02,https://www.usajobs.gov:443/job/858570500
Medicaid Policy & Data Lead,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,138595,187093,0101,2026-03-05,2026-03-11,https://www.usajobs.gov:443/job/859888000
Medicaid Policy & Data Lead,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,138595,187093,0101,2026-03-05,2026-03-11,https://www.usajobs.gov:443/job/859893400
Medicaid Policy Technical Lead,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,107446,139684,0107,2026-01-30,2026-02-05,https://www.usajobs.gov:443/job/855955000
Medicaid Policy Technical Lead,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,107446,139684,0107,2026-01-30,2026-02-05,https://www.usajobs.gov:443/job/855955400
Medicare Part A Institutional Reimbursement Expert for Provider Reimbursement Review Board,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",AD,189295,189295,0301,2025-12-19,2026-01-23,https://www.usajobs.gov:443/job/852980700
Nurse (Payment Policies and Programs),Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,121785,158322,0610,2026-02-27,2026-03-12,https://www.usajobs.gov:443/job/859081400
Nurse (Payment Policies and Programs),Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,121785,158322,0610,2026-02-27,2026-03-12,https://www.usajobs.gov:443/job/859085200
Paralegal Specialist,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,121785,158322,0950,2026-02-05,2026-02-19,https://www.usajobs.gov:443/job/856719400
Paralegal Specialist,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,121785,158322,0950,2026-03-19,2026-04-01,https://www.usajobs.gov:443/job/861859800
Paralegal Specialist,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,121785,158322,0950,2026-03-19,2026-04-01,https://www.usajobs.gov:443/job/861860600
Personnel Security Specialist,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,121785,158322,0080,2026-02-13,2026-02-23,https://www.usajobs.gov:443/job/857671700
Pharmacist,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,142488,185234,0660,2025-12-18,2026-01-12,https://www.usajobs.gov:443/job/852665100
Pharmacist,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,142488,185234,0660,2025-12-18,2026-01-12,https://www.usajobs.gov:443/job/852665400
Pharmacist,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,121785,158322,0660,2026-01-16,2026-01-23,https://www.usajobs.gov:443/job/854676500
Pharmacist,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,121785,158322,0660,2026-01-16,2026-01-23,https://www.usajobs.gov:443/job/854681300
Physician,Centers for Medicare & Medicaid Services,"Boston, Massachusetts",GS,126384,164301,0602,2026-01-23,2026-01-30,https://www.usajobs.gov:443/job/855362200
Physician,Centers for Medicare & Medicaid Services,"Boston, Massachusetts",GS,126384,164301,0602,2026-01-23,2026-01-30,https://www.usajobs.gov:443/job/855362900
Physician,Centers for Medicare & Medicaid Services,"Washington, District of Columbia",GS,125133,162672,0602,2025-12-17,2026-01-02,https://www.usajobs.gov:443/job/852543800
Physician,Centers for Medicare & Medicaid Services,"Washington, District of Columbia",GS,125133,162672,0602,2025-12-17,2026-01-02,https://www.usajobs.gov:443/job/852547100
Physician,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,167603,195200,0602,2025-12-16,2026-01-12,https://www.usajobs.gov:443/job/852482100
Physician,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,167603,195200,0602,2025-12-16,2026-01-12,https://www.usajobs.gov:443/job/852482400
Program Analyst,Centers for Medicare & Medicaid Services,"San Francisco, California",GS,108173,172980,0343,2026-02-04,2026-02-10,https://www.usajobs.gov:443/job/856418800
Program Integrity Analyst (Health Insurance),Centers for Medicare & Medicaid Services,"Atlanta, Georgia",GS,90925,118204,0107,2026-01-27,2026-02-02,https://www.usajobs.gov:443/job/855473800
Public Health Analyst,Centers for Medicare & Medicaid Services,"Washington, District of Columbia",GS,121785,158322,0685,2026-03-04,2026-03-10,https://www.usajobs.gov:443/job/859650700
Regional Medical Officer,Centers for Medicare & Medicaid Services,"Atlanta, Georgia",GS,126384,164301,0602,2025-12-23,2026-01-02,https://www.usajobs.gov:443/job/853095300
Regional Medical Officer,Centers for Medicare & Medicaid Services,"Atlanta, Georgia",GS,126384,164301,0602,2025-12-23,2026-01-02,https://www.usajobs.gov:443/job/853095600
Rural Health Program Director,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,169279,197200,0107,2025-12-23,2026-01-06,https://www.usajobs.gov:443/job/853103600
SPECIAL ASSISTANT,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,121785,158322,0301,2026-02-19,2026-02-27,https://www.usajobs.gov:443/job/858157300
SUPERVISORY HEALTH INSURANCE SPECIALIST,Centers for Medicare & Medicaid Services,"New York, New York",GS,174347,197200,0107,2026-02-20,2026-02-26,https://www.usajobs.gov:443/job/858273900
SUPERVISORY INFORMATION TECHNOLOGY SPECIALIST,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,169279,197200,2210,2026-03-10,2026-03-16,https://www.usajobs.gov:443/job/860439700
Security Specialist,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,121785,158322,0080,2026-02-26,2026-03-06,https://www.usajobs.gov:443/job/859070200
Senior Advisor,Centers for Medicare & Medicaid Services,"Washington, District of Columbia",GS,143913,187093,0301,2026-03-06,2026-03-13,https://www.usajobs.gov:443/job/860199000
Senior Advisor,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,143913,187093,0301,2026-02-27,2026-03-05,https://www.usajobs.gov:443/job/859193700
Senior Health Policy Research Analyst,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,143913,187093,0101,2026-01-29,2026-02-04,https://www.usajobs.gov:443/job/855744000
Senior Media Advisor,Centers for Medicare & Medicaid Services,"Washington, District of Columbia",GS,169279,197200,1035,2026-04-03,2026-04-09,https://www.usajobs.gov:443/job/863729600
Social Science Research Analyst,Centers for Medicare & Medicaid Services,"Atlanta, Georgia",GS,52727,99404,0101,2026-01-16,2026-01-26,https://www.usajobs.gov:443/job/854804300
Social Science Research Analyst,Centers for Medicare & Medicaid Services,"Atlanta, Georgia",GS,52727,99404,0101,2026-01-16,2026-01-26,https://www.usajobs.gov:443/job/854804500
Social Science Research Analyst,Centers for Medicare & Medicaid Services,"Boston, Massachusetts",GS,119630,158322,0101,2026-03-11,2026-03-24,https://www.usajobs.gov:443/job/860620200
Social Science Research Analyst,Centers for Medicare & Medicaid Services,"Boston, Massachusetts",GS,117284,158322,0101,2026-03-27,2026-04-02,https://www.usajobs.gov:443/job/862796300
Social Science Research Analyst,Centers for Medicare & Medicaid Services,"San Francisco, California",GS,108173,172980,0101,2026-02-04,2026-02-10,https://www.usajobs.gov:443/job/856400400
Social Science Research Analyst,Centers for Medicare & Medicaid Services,"San Francisco, California",GS,51283,100315,0101,2026-03-02,2026-03-06,https://www.usajobs.gov:443/job/859074000
Social Science Research Analyst,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,117284,158322,0101,2026-02-12,2026-02-19,https://www.usajobs.gov:443/job/857432800
Solution Platform Architect,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,160836,197200,2210,2026-02-05,2026-02-19,https://www.usajobs.gov:443/job/856528000
Special Assistant,Centers for Medicare & Medicaid Services,"Washington, District of Columbia",GS,143913,187093,0301,2026-03-13,2026-03-20,https://www.usajobs.gov:443/job/861209200
Special Assistant,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,121785,158322,0343,2026-01-20,2026-01-29,https://www.usajobs.gov:443/job/854775300
Special Assistant,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,121785,158322,0301,2026-02-20,2026-02-26,https://www.usajobs.gov:443/job/858253600
Special Assistant,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,143913,187093,0301,2026-02-20,2026-02-27,https://www.usajobs.gov:443/job/858278100
Special Assistant,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,169279,197200,0301,2026-03-05,2026-03-10,https://www.usajobs.gov:443/job/860015400
Special Assistant,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,143913,187093,0301,2026-03-24,2026-03-30,https://www.usajobs.gov:443/job/862012000
Special Assistant,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,138595,187093,0301,2026-04-02,2026-04-08,https://www.usajobs.gov:443/job/863502200
Strategic Communications Lead,Centers for Medicare & Medicaid Services,"Washington, District of Columbia",GS,143913,187093,1035,2026-03-05,2026-03-11,https://www.usajobs.gov:443/job/859896800
Student Trainee (Actuarial Science),Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,19.96,19.96,1599,2026-02-23,2026-03-03,https://www.usajobs.gov:443/job/858276000
Student Trainee (Admin),Centers for Medicare & Medicaid Services,"San Francisco, California",GS,15.79,21.81,0399,2026-02-09,2026-02-13,https://www.usajobs.gov:443/job/856731800
Student Trainee (Admin),Centers for Medicare & Medicaid Services,"San Francisco, California",GS,19.84,30.23,0399,2026-02-09,2026-02-13,https://www.usajobs.gov:443/job/856732500
Student Trainee (Data Scientist),Centers for Medicare & Medicaid Services,"San Francisco, California",GS,19.84,30.23,1599,2026-02-10,2026-02-17,https://www.usajobs.gov:443/job/857026100
Student Trainee (Financial Management),Centers for Medicare & Medicaid Services,"San Francisco, California",GS,17.73,21.81,0599,2026-02-10,2026-02-17,https://www.usajobs.gov:443/job/857025100
Student Trainee (Health Insurance),Centers for Medicare & Medicaid Services,"San Francisco, California",GS,15.79,21.81,0199,2026-02-09,2026-02-13,https://www.usajobs.gov:443/job/856727100
Student Trainee (Health Insurance),Centers for Medicare & Medicaid Services,"San Francisco, California",GS,19.84,30.23,0199,2026-02-09,2026-02-13,https://www.usajobs.gov:443/job/856730600
Student Trainee (Health Insurance),Centers for Medicare & Medicaid Services,"Washington, District of Columbia",GS,17.78,19.96,0199,2026-03-18,2026-04-15,https://www.usajobs.gov:443/job/861525500
Student Trainee (Health Insurance),Centers for Medicare & Medicaid Services,"Washington, District of Columbia",GS,22.33,27.66,0199,2026-03-18,2026-04-15,https://www.usajobs.gov:443/job/861530800
Student Trainee (Health Insurance),Centers for Medicare & Medicaid Services,"Washington, District of Columbia",GS,17.78,19.96,0199,2026-03-25,2026-04-15,https://www.usajobs.gov:443/job/862621000
Student Trainee (IT),Centers for Medicare & Medicaid Services,"San Francisco, California",GS,15.79,21.81,2299,2026-02-11,2026-02-18,https://www.usajobs.gov:443/job/856744600
Student Trainee (IT),Centers for Medicare & Medicaid Services,"San Francisco, California",GS,19.84,30.23,2299,2026-02-11,2026-02-18,https://www.usajobs.gov:443/job/856751300
Supervisory Accountant (Systems),Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,143913,187093,0510,2026-04-01,2026-04-09,https://www.usajobs.gov:443/job/863437100
Supervisory Financial Management Specialist,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,169279,197200,0501,2026-01-30,2026-02-03,https://www.usajobs.gov:443/job/855983900
Supervisory Financial Management Specialist,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,169279,197200,0501,2026-03-12,2026-03-20,https://www.usajobs.gov:443/job/860903300
Supervisory Financial Management Specialist (Division Deputy Director),Centers for Medicare & Medicaid Services,"Dallas, Texas",GS,136736,177762,0501,2026-01-16,2026-01-23,https://www.usajobs.gov:443/job/854651200
Supervisory Health Insurance Specialist,Centers for Medicare & Medicaid Services,"Bethesda, Maryland",GS,169279,197200,0107,2026-03-30,2026-04-03,https://www.usajobs.gov:443/job/862988100
Supervisory Health Insurance Specialist,Centers for Medicare & Medicaid Services,"Boston, Massachusetts",GS,167560,197200,0107,2026-04-02,2026-04-15,https://www.usajobs.gov:443/job/863545600
Supervisory Health Insurance Specialist,Centers for Medicare & Medicaid Services,"Denver, Colorado",GS,150359,197200,0107,2026-01-07,2026-01-13,https://www.usajobs.gov:443/job/853658000
Supervisory Health Insurance Specialist,Centers for Medicare & Medicaid Services,"Denver, Colorado",GS,164956,197200,0107,2026-03-11,2026-03-17,https://www.usajobs.gov:443/job/860596400
Supervisory Health Insurance Specialist,Centers for Medicare & Medicaid Services,"Denver, Colorado",GS,164956,197200,0107,2026-04-08,2026-04-16,https://www.usajobs.gov:443/job/864236200
Supervisory Health Insurance Specialist,Centers for Medicare & Medicaid Services,"Washington, District of Columbia",GS,169279,197200,0107,2026-01-16,2026-01-21,https://www.usajobs.gov:443/job/854750800
Supervisory Health Insurance Specialist,Centers for Medicare & Medicaid Services,"Washington, District of Columbia",GS,169279,197200,0107,2026-04-02,2026-04-08,https://www.usajobs.gov:443/job/863485800
Supervisory Health Insurance Specialist,Centers for Medicare & Medicaid Services,"Washington, District of Columbia",GS,169279,197200,0107,2026-04-07,2026-04-21,https://www.usajobs.gov:443/job/864160800
Supervisory Health Insurance Specialist,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,167103,195200,0107,2025-12-19,2025-12-30,https://www.usajobs.gov:443/job/852793000
Supervisory Health Insurance Specialist,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,167103,195200,0107,2025-12-19,2025-12-30,https://www.usajobs.gov:443/job/852873000
Supervisory Health Insurance Specialist,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,169279,197200,0107,2025-12-23,2026-01-06,https://www.usajobs.gov:443/job/853152700
Supervisory Health Insurance Specialist,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,169279,195200,0107,2026-01-05,2026-01-09,https://www.usajobs.gov:443/job/853338800
Supervisory Health Insurance Specialist,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,169279,197200,0107,2026-01-28,2026-02-04,https://www.usajobs.gov:443/job/855785700
Supervisory Health Insurance Specialist,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,169279,197200,0107,2026-02-13,2026-02-23,https://www.usajobs.gov:443/job/857737800
Supervisory Health Insurance Specialist,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,169279,197200,0107,2026-02-25,2026-03-06,https://www.usajobs.gov:443/job/858777300
Supervisory Health Insurance Specialist,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,169279,197200,0107,2026-03-20,2026-03-26,https://www.usajobs.gov:443/job/861830100
Supervisory Health Insurance Specialist,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,169279,197200,0107,2026-03-20,2026-03-26,https://www.usajobs.gov:443/job/861839600
Supervisory Health Insurance Specialist,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,169279,197200,0107,2026-04-02,2026-04-08,https://www.usajobs.gov:443/job/863548800
Supervisory Health Insurance Specialist (Branch Manager),Centers for Medicare & Medicaid Services,"New York, New York",GS,107446,139684,0107,2025-12-31,2026-01-08,https://www.usajobs.gov:443/job/853388400
Supervisory Health Insurance Specialist (Deputy Director),Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,143913,187093,0107,2026-02-27,2026-03-05,https://www.usajobs.gov:443/job/859011000
"Supervisory Health Insurance Specialist (Director, Division of State Program Integrity)",Centers for Medicare & Medicaid Services,"Chicago, Illinois",GS,165386,197200,0107,2026-03-06,2026-03-13,https://www.usajobs.gov:443/job/860006700
Supervisory Health Insurance Specialist (Division Deputy Director),Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,143913,187093,0107,2026-02-02,2026-02-06,https://www.usajobs.gov:443/job/856091300
Supervisory Health Insurance Specialist (Division Director),Centers for Medicare & Medicaid Services,"Bethesda, Maryland",GS,169279,197200,0107,2026-03-20,2026-03-27,https://www.usajobs.gov:443/job/861747700
Supervisory Health Insurance Specialist (Division Director),Centers for Medicare & Medicaid Services,"Denver, Colorado",GS,164956,197200,0107,2026-03-31,2026-04-07,https://www.usajobs.gov:443/job/863192400
Supervisory Health Insurance Specialist (Division Director),Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,167603,195200,0107,2025-12-19,2026-01-07,https://www.usajobs.gov:443/job/852792100
Supervisory Health Insurance Specialist (Division Director),Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,169279,197200,0107,2026-02-05,2026-02-11,https://www.usajobs.gov:443/job/856449300
Supervisory Health Insurance Specialist (Division Director),Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,169279,197200,0107,2026-02-18,2026-02-23,https://www.usajobs.gov:443/job/857857900
"Supervisory Health Insurance Specialist, Rural Health Transformation Program",Centers for Medicare & Medicaid Services,"Washington, District of Columbia",GS,126384,164301,0107,2025-12-23,2026-01-06,https://www.usajobs.gov:443/job/853102900
"Supervisory Health Insurance Specialist, Rural Health Transformation Program",Centers for Medicare & Medicaid Services,"Washington, District of Columbia",GS,126384,164301,0107,2025-12-23,2026-01-06,https://www.usajobs.gov:443/job/853103400
Supervisory IT Specialist (PLCYPLN/INFOSEC),Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,169279,197200,2210,2026-01-30,2026-02-05,https://www.usajobs.gov:443/job/855880900
Supervisory IT Specialist (Systems Analysis),Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,169279,197200,2210,2026-02-02,2026-02-17,https://www.usajobs.gov:443/job/856252200
Supervisory Management Analyst,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,167603,195200,0343,2025-12-19,2025-12-30,https://www.usajobs.gov:443/job/852802000
Supervisory Social Science Research Analyst (Group Deputy Director),Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,169279,197200,0101,2026-01-07,2026-01-13,https://www.usajobs.gov:443/job/853565300
Systems Analyst,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,117284,158322,2210,2026-04-08,2026-04-14,https://www.usajobs.gov:443/job/864127500
Technical Advisor,Centers for Medicare & Medicaid Services,"Bethesda, Maryland",GS,143913,187093,0301,2026-01-28,2026-02-10,https://www.usajobs.gov:443/job/855636000
Technical Advisor,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,143913,187093,0301,2026-03-20,2026-04-02,https://www.usajobs.gov:443/job/861848700
Technical Director,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,138595,187093,0107,2026-02-06,2026-02-12,https://www.usajobs.gov:443/job/856742500
Transportation Specialist,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",GS,121785,158322,2101,2026-03-30,2026-04-06,https://www.usajobs.gov:443/job/863181500
Writer-Editor,Centers for Medicare & Medicaid Services,"Washington, District of Columbia",GS,121785,158322,1082,2026-02-05,2026-02-11,https://www.usajobs.gov:443/job/856489500
Biologist,Food and Drug Administration,"Silver Spring, Maryland",AD,121785,169538,0401,2026-03-23,2026-03-27,https://www.usajobs.gov:443/job/862092100
Biomedical Engineer,Food and Drug Administration,"Silver Spring, Maryland",AD,143913,197200,0858,2026-03-05,2026-03-11,https://www.usajobs.gov:443/job/859993800
Center Director,Food and Drug Administration,"Silver Spring, Maryland",AD,301825,400000,0601,2026-03-20,2026-04-03,https://www.usajobs.gov:443/job/862056100
Chemist,Food and Drug Administration,"College Park, Maryland",AD,143913,197200,1320,2026-03-09,2026-03-13,https://www.usajobs.gov:443/job/860261900
Chemist,Food and Drug Administration,"Jefferson, Arkansas",GS,74678,116362,1320,2026-03-23,2026-03-27,https://www.usajobs.gov:443/job/862015200
Chemist,Food and Drug Administration,"Silver Spring, Maryland",AD,121785,169538,1320,2026-03-23,2026-03-27,https://www.usajobs.gov:443/job/862094300
Deputy Center Director,Food and Drug Administration,"Silver Spring, Maryland",AD,259391,373165,0601,2026-03-11,2026-03-25,https://www.usajobs.gov:443/job/860827200
Digital Health Specialist,Food and Drug Administration,"Silver Spring, Maryland",AD,143913,226144,0301,2026-03-27,2026-04-03,https://www.usajobs.gov:443/job/862958700
Director Cybersecurity Specialist,Food and Drug Administration,"North Bethesda, Maryland",AD,169279,259265,2210,2026-03-06,2026-03-12,https://www.usajobs.gov:443/job/860032900
Epidemiologist,Food and Drug Administration,"Silver Spring, Maryland",GS,121785,158322,0601,2026-03-09,2026-03-16,https://www.usajobs.gov:443/job/860364400
General Engineer,Food and Drug Administration,"Silver Spring, Maryland",AD,121785,169538,0801,2026-03-23,2026-03-27,https://www.usajobs.gov:443/job/862093300
Health Physicist,Food and Drug Administration,"Silver Spring, Maryland",GS,121785,158322,1306,2026-03-09,2026-03-13,https://www.usajobs.gov:443/job/859956100
Health Scientist,Food and Drug Administration,"Silver Spring, Maryland",GS,102415,158322,0601,2026-04-03,2026-04-17,https://www.usajobs.gov:443/job/863787600
Human Resources Assistant (Office Automation),Food and Drug Administration,"North Bethesda, Maryland",GS,46610,60593,0203,2026-02-26,2026-03-05,https://www.usajobs.gov:443/job/859088100
Human Resources Specialist,Food and Drug Administration,"Atlanta, Georgia",GS,107446,139684,0201,2026-03-30,2026-04-03,https://www.usajobs.gov:443/job/862935100
Investigator I,Food and Drug Administration,"Boca Raton, Florida",AD,70623,93645,0696,2026-04-01,2026-04-07,https://www.usajobs.gov:443/job/863435300
Investigator I,Food and Drug Administration,"Des Moines, Iowa",AD,70623,93645,0696,2026-04-01,2026-04-07,https://www.usajobs.gov:443/job/863440500
Investigator I,Food and Drug Administration,"Lima, Peru",AD,70623,93645,0696,2026-03-09,2026-03-13,https://www.usajobs.gov:443/job/860444700
Investigator I,Food and Drug Administration,"Sacramento, California",AD,70623,93645,0696,2026-04-01,2026-04-07,https://www.usajobs.gov:443/job/863407900
Investigator I,Food and Drug Administration,"Tempe, Arizona",AD,70623,93645,0696,2026-04-01,2026-04-07,https://www.usajobs.gov:443/job/863438800
Investigator II,Food and Drug Administration,"Boca Raton, Florida",AD,85447,113056,0696,2026-04-01,2026-04-07,https://www.usajobs.gov:443/job/863441600
Investigator II,Food and Drug Administration,"Des Moines, Iowa",AD,85447,113056,0696,2026-04-01,2026-04-07,https://www.usajobs.gov:443/job/863445200
Investigator II,Food and Drug Administration,"Lima, Peru",AD,85447,113056,0696,2026-03-09,2026-03-13,https://www.usajobs.gov:443/job/860445000
Investigator II,Food and Drug Administration,"Sacramento, California",AD,85447,113056,0696,2026-04-01,2026-04-07,https://www.usajobs.gov:443/job/863408300
Investigator II,Food and Drug Administration,"Tempe, Arizona",AD,85447,113056,0696,2026-04-01,2026-04-07,https://www.usajobs.gov:443/job/863444400
Lead Chemist,Food and Drug Administration,"Silver Spring, Maryland",GS,143913,187093,1320,2026-03-06,2026-03-13,https://www.usajobs.gov:443/job/860070500
Lead Microbiologist,Food and Drug Administration,"Silver Spring, Maryland",GS,143913,187093,0403,2026-03-24,2026-03-31,https://www.usajobs.gov:443/job/862387000
"Office Director, Office of Post Market Assessment",Food and Drug Administration,"College Park, Maryland",AD,213491,340795,0401,2026-04-01,2026-04-15,https://www.usajobs.gov:443/job/863515600
"Office Director, Office of Security and Passport Operations",Food and Drug Administration,"Silver Spring, Maryland",AD,204408,282125,0089,2026-03-27,2026-04-10,https://www.usajobs.gov:443/job/862913400
Pharmacologist,Food and Drug Administration,"Silver Spring, Maryland",GS,102415,158322,0405,2026-03-09,2026-03-13,https://www.usajobs.gov:443/job/860312200
Physician,Food and Drug Administration,"Silver Spring, Maryland",AD,171700,280658,0602,2026-03-05,2026-03-11,https://www.usajobs.gov:443/job/859999300
Physician,Food and Drug Administration,"White Oak, Maryland",AD,171700,280658,0602,2026-03-16,2026-03-20,https://www.usajobs.gov:443/job/861174800
Physician,Food and Drug Administration,"White Oak, Maryland",AD,186850,308724,0602,2026-03-16,2026-03-20,https://www.usajobs.gov:443/job/861175600
Physicist,Food and Drug Administration,"Silver Spring, Maryland",AD,121785,169538,1310,2026-03-26,2026-04-01,https://www.usajobs.gov:443/job/862668000
Regulatory Health Program Coordinator GS-0601-07/09,Food and Drug Administration,"Silver Spring, Maryland",GS,57736,91815,0601,2026-03-09,2026-03-13,https://www.usajobs.gov:443/job/860294700
Regulatory Scientific Reviewer,Food and Drug Administration,"Silver Spring, Maryland",AD,102415,169583,0601,2026-03-16,2026-03-20,https://www.usajobs.gov:443/job/861156600
Regulatory Scientific Reviewer,Food and Drug Administration,"Silver Spring, Maryland",AD,143913,197200,0601,2026-03-16,2026-03-20,https://www.usajobs.gov:443/job/861157800
Regulatory Scientific Reviewer,Food and Drug Administration,"Silver Spring, Maryland",AD,171700,280658,0602,2026-03-16,2026-03-20,https://www.usajobs.gov:443/job/861327400
Regulatory Scientific Reviewer (Biologist),Food and Drug Administration,"College Park, Maryland",AD,121785,169583,0401,2026-03-16,2026-03-20,https://www.usajobs.gov:443/job/861144800
Regulatory Scientific Reviewer (Biologist),Food and Drug Administration,"White Oak, Maryland",AD,121785,169583,0401,2026-03-16,2026-03-20,https://www.usajobs.gov:443/job/861161500
Regulatory Scientific Reviewer (Epidemiologist),Food and Drug Administration,"Lima, Peru",AD,121785,191352,0601,2026-03-16,2026-03-20,https://www.usajobs.gov:443/job/861162500
Regulatory Scientific Reviewer (Epidemiologist),Food and Drug Administration,"Lima, Peru",AD,143913,226144,0601,2026-03-16,2026-03-20,https://www.usajobs.gov:443/job/861162900
Regulatory Scientific Reviewer (Mathematical Statistician),Food and Drug Administration,"Silver Spring, Maryland",AD,121785,191352,1529,2026-03-16,2026-03-20,https://www.usajobs.gov:443/job/861160600
Regulatory Scientific Reviewer (Mathematical Statistician),Food and Drug Administration,"Silver Spring, Maryland",AD,143913,226144,1529,2026-03-16,2026-03-20,https://www.usajobs.gov:443/job/861161400
